Date,Open,High,Low,Close,Adj Close,Volume
2020-06-15,183.660004,188.610001,182.660004,187.710007,180.249969,179700
2020-06-16,191.889999,193.059998,189.059998,191.919998,184.292648,299300
2020-06-17,192.729996,193.270004,191.320007,191.820007,184.196640,148400
2020-06-18,190.899994,192.039993,190.199997,191.580002,183.966187,223900
2020-06-19,193.399994,194.389999,191.570007,193.470001,185.781097,173500
2020-06-22,192.250000,192.929993,190.449997,192.770004,185.835037,157800
2020-06-23,193.970001,195.190002,193.350006,193.639999,186.673737,166700
2020-06-24,192.350006,192.639999,187.029999,188.539993,181.757217,204700
2020-06-25,188.869995,190.720001,186.949997,190.649994,183.791290,319200
2020-06-26,190.119995,190.600006,187.190002,188.020004,181.255920,327600
2020-06-29,188.949997,189.729996,187.649994,189.350006,182.538086,198000
2020-06-30,189.339996,193.600006,189.029999,192.649994,185.719360,154900
2020-07-01,193.429993,194.889999,192.419998,194.100006,187.117203,288400
2020-07-02,195.850006,196.750000,195.210007,195.649994,188.611450,334100
2020-07-06,197.860001,198.669998,196.669998,197.380005,190.279221,239500
2020-07-07,196.470001,198.619995,195.960007,196.240005,189.180222,247300
2020-07-08,197.020004,197.529999,195.000000,196.690002,189.614044,129400
2020-07-09,196.600006,197.149994,192.679993,195.169998,188.148712,161500
2020-07-10,195.270004,195.500000,193.410004,194.699997,187.695618,204100
2020-07-13,195.970001,199.350006,194.369995,194.720001,187.714874,780200
2020-07-14,194.520004,198.869995,193.899994,198.639999,191.493866,321800
2020-07-15,200.580002,202.339996,200.029999,201.880005,194.617310,207400
2020-07-16,201.419998,201.580002,199.960007,201.449997,194.202789,124100
2020-07-17,202.350006,204.949997,202.220001,204.240005,196.892426,415200
2020-07-20,204.850006,205.610001,203.720001,204.580002,197.220154,164800
2020-07-21,205.389999,205.710007,203.610001,204.110001,196.767105,742100
2020-07-22,204.919998,205.699997,203.740005,205.539993,198.145630,206800
2020-07-23,206.000000,207.220001,203.639999,204.500000,197.143066,178900
2020-07-24,203.960007,203.960007,200.460007,201.809998,194.549820,175400
2020-07-27,202.169998,204.000000,201.330002,203.679993,196.352585,146300
2020-07-28,203.850006,204.520004,202.899994,203.080002,195.774139,112900
2020-07-29,203.910004,205.710007,203.669998,204.990005,197.615433,166700
2020-07-30,203.369995,204.550003,201.970001,204.139999,196.796005,109700
2020-07-31,204.110001,204.110001,200.300003,202.690002,195.398163,238800
2020-08-03,204.050003,205.830002,203.949997,205.309998,197.923904,164300
2020-08-04,204.919998,205.360001,203.259995,204.470001,197.114120,193000
2020-08-05,205.789993,205.970001,205.000000,205.679993,198.280579,131900
2020-08-06,205.639999,206.339996,203.130005,204.550003,197.191269,148000
2020-08-07,204.509995,205.500000,203.729996,205.169998,197.788956,150200
2020-08-10,205.350006,205.350006,203.600006,204.199997,196.853851,151700
2020-08-11,205.160004,205.229996,201.880005,202.190002,194.916138,174400
2020-08-12,203.380005,205.970001,203.380005,205.509995,198.116730,128300
2020-08-13,205.130005,205.660004,204.050003,205.500000,198.107101,120600
2020-08-14,205.149994,205.750000,204.039993,204.850006,197.480453,229000
2020-08-17,205.210007,207.039993,205.210007,206.630005,199.196442,171200
2020-08-18,206.850006,207.250000,205.050003,206.399994,198.974701,166000
2020-08-19,206.360001,206.899994,205.000000,205.529999,198.136002,144800
2020-08-20,204.750000,205.250000,204.419998,205.020004,197.644363,239000
2020-08-21,204.660004,205.110001,203.500000,204.839996,197.470825,169700
2020-08-24,206.000000,206.009995,202.500000,203.649994,196.323639,141400
2020-08-25,204.339996,205.210007,203.559998,205.059998,197.682922,131200
2020-08-26,204.889999,204.990005,202.919998,204.690002,197.326248,315600
2020-08-27,205.119995,207.110001,203.500000,206.070007,198.656586,132900
2020-08-28,206.770004,206.770004,205.259995,206.649994,199.215698,105900
2020-08-31,206.559998,208.300003,206.449997,207.470001,200.006210,176900
2020-09-01,207.399994,207.570007,204.710007,205.699997,198.299881,149600
2020-09-02,206.179993,210.160004,205.229996,209.759995,202.213837,171300
2020-09-03,209.729996,209.729996,202.240005,203.710007,196.381485,317500
2020-09-04,204.820007,204.820007,199.000000,201.809998,194.549820,240100
2020-09-08,200.740005,200.869995,198.199997,198.500000,191.358917,426800
2020-09-09,200.500000,203.830002,200.399994,202.399994,195.118607,162900
2020-09-10,202.789993,203.179993,198.860001,199.169998,192.004822,146600
2020-09-11,199.539993,200.270004,197.779999,199.380005,192.818146,161000
2020-09-14,201.389999,204.160004,201.389999,203.250000,196.560760,161300
2020-09-15,204.539993,205.229996,203.259995,203.809998,197.102310,116600
2020-09-16,205.080002,205.509995,203.600006,203.839996,197.131332,206900
2020-09-17,201.899994,203.660004,201.160004,203.190002,196.502762,134200
2020-09-18,203.669998,204.169998,200.940002,203.190002,196.502762,122900
2020-09-21,200.309998,200.500000,196.770004,199.259995,192.702103,343700
2020-09-22,199.339996,199.580002,196.970001,199.169998,192.615051,162100
2020-09-23,199.759995,200.059998,196.649994,196.729996,190.255310,352500
2020-09-24,196.100006,196.860001,194.509995,195.350006,188.920761,207600
2020-09-25,195.350006,199.679993,195.190002,199.229996,192.673065,135500
2020-09-28,201.300003,202.470001,200.619995,200.990005,194.375168,127500
2020-09-29,201.570007,202.559998,200.320007,200.919998,194.307434,90400
2020-09-30,201.570007,205.550003,201.570007,204.000000,197.286072,126900
2020-10-01,205.160004,205.520004,202.690002,203.449997,196.754196,151300
2020-10-02,201.000000,203.449997,200.600006,201.679993,195.042404,89800
2020-10-05,203.380005,206.369995,203.380005,206.350006,199.558731,161400
2020-10-06,206.750000,207.419998,203.960007,204.020004,197.305435,192800
2020-10-07,205.559998,208.699997,205.559998,208.250000,201.396210,142000
2020-10-08,209.139999,209.710007,208.679993,209.279999,202.392334,1004000
2020-10-09,210.259995,211.619995,209.940002,211.039993,204.094391,158800
2020-10-12,212.229996,213.160004,211.470001,212.529999,205.535339,135600
2020-10-13,211.500000,212.410004,210.910004,211.509995,204.548904,427200
2020-10-14,211.619995,212.270004,209.380005,209.850006,202.943573,113900
2020-10-15,207.720001,209.100006,207.000000,208.800003,201.928116,116000
2020-10-16,209.600006,212.139999,209.070007,210.589996,203.659180,111000
2020-10-19,211.100006,211.539993,206.539993,207.089996,200.274384,136800
2020-10-20,208.050003,208.789993,207.000000,207.190002,200.371094,82700
2020-10-21,207.160004,207.869995,205.399994,205.649994,198.881805,93300
2020-10-22,206.119995,209.330002,206.119995,208.889999,202.015152,147500
2020-10-23,209.899994,210.949997,208.580002,209.850006,202.943573,86800
2020-10-26,208.449997,208.449997,205.520004,207.479996,200.651535,130300
2020-10-27,207.259995,208.100006,206.580002,206.580002,199.781174,146100
2020-10-28,203.360001,204.220001,200.000000,200.139999,193.553131,345200
2020-10-29,200.250000,201.179993,197.770004,198.990005,192.440994,200400
2020-10-30,198.360001,199.660004,195.750000,198.149994,191.628616,185300
2020-11-02,200.490005,201.750000,198.949997,201.080002,194.462189,177100
2020-11-03,203.300003,206.050003,203.300003,204.520004,197.788971,781800
2020-11-04,209.610001,216.559998,209.110001,213.529999,206.502441,425500
2020-11-05,216.589996,216.589996,213.899994,214.419998,207.363144,400200
2020-11-06,214.360001,215.339996,212.850006,213.729996,206.695862,125700
2020-11-09,225.800003,225.800003,215.309998,215.479996,208.388245,688100
2020-11-10,216.419998,216.690002,213.360001,216.059998,208.949158,289000
2020-11-11,217.750000,217.770004,215.119995,216.100006,208.987854,333000
2020-11-12,215.850006,216.940002,214.210007,215.320007,208.233536,269200
2020-11-13,216.630005,218.839996,216.410004,218.229996,211.047745,178400
2020-11-16,220.380005,220.690002,216.699997,217.899994,210.728607,664800
2020-11-17,217.029999,217.029999,215.500000,216.610001,209.481064,247800
2020-11-18,217.330002,217.330002,212.429993,212.429993,205.438629,387400
2020-11-19,212.570007,213.130005,211.440002,212.619995,205.622360,236800
2020-11-20,212.869995,213.679993,212.070007,212.830002,205.825470,145400
2020-11-23,213.889999,214.100006,211.399994,212.350006,205.361267,178800
2020-11-24,213.490005,214.149994,212.369995,212.570007,205.574036,222000
2020-11-25,212.949997,213.059998,211.300003,212.119995,205.138855,147700
2020-11-27,212.940002,215.000000,212.779999,215.000000,207.924057,73200
2020-11-30,215.330002,215.880005,214.190002,215.660004,208.562363,309600
2020-12-01,217.820007,219.720001,216.850006,217.220001,210.070999,252600
2020-12-02,217.279999,218.729996,216.500000,218.279999,211.096100,225400
2020-12-03,218.449997,219.250000,217.800003,218.270004,211.086426,218200
2020-12-04,218.619995,221.089996,218.399994,221.089996,213.813614,252100
2020-12-07,220.979996,221.389999,219.339996,219.919998,212.682129,253400
2020-12-08,219.570007,222.190002,219.570007,222.119995,214.809723,201300
2020-12-09,222.960007,223.009995,219.490005,220.820007,213.552521,211400
2020-12-10,220.479996,222.169998,220.000000,221.210007,213.929657,188300
2020-12-11,220.660004,221.199997,218.979996,220.520004,213.262390,174500
2020-12-14,222.460007,223.919998,219.570007,219.570007,212.343658,382300
2020-12-15,221.220001,222.080002,219.789993,221.759995,214.461548,186300
2020-12-16,221.789993,222.139999,220.289993,220.970001,213.697571,264000
2020-12-17,220.779999,222.800003,220.679993,222.779999,216.311432,251500
2020-12-18,223.309998,223.399994,220.970001,223.130005,216.651230,291600
2020-12-21,220.710007,221.660004,217.550003,221.550003,215.117142,325400
2020-12-22,222.089996,222.229996,220.630005,221.559998,215.126816,254600
2020-12-23,222.229996,223.089996,221.729996,221.850006,215.408432,195800
2020-12-24,222.179993,222.869995,221.350006,222.160004,215.709412,122600
2020-12-28,223.389999,223.839996,221.500000,221.500000,215.068573,232300
2020-12-29,222.429993,223.500000,221.020004,221.839996,215.398712,239000
2020-12-30,222.729996,223.419998,221.970001,222.160004,215.709412,193300
2020-12-31,222.229996,224.009995,220.860001,223.729996,217.233810,204000
2021-01-04,224.520004,224.699997,219.100006,222.580002,216.117218,322200
2021-01-05,222.240005,224.820007,221.660004,223.949997,217.447449,201200
2021-01-06,222.229996,228.320007,221.800003,227.500000,220.894348,248200
2021-01-07,228.229996,231.559998,228.229996,231.070007,224.360718,324300
2021-01-08,231.800003,233.660004,229.779999,232.020004,225.283142,309900
2021-01-11,232.160004,233.539993,231.789993,233.210007,226.438583,230800
2021-01-12,233.119995,233.600006,230.419998,231.490005,224.768539,208400
2021-01-13,231.580002,232.869995,230.690002,232.059998,225.321945,507500
2021-01-14,232.750000,233.779999,231.869995,232.250000,225.506454,174700
2021-01-15,231.970001,233.029999,230.289993,232.300003,225.555023,422300
2021-01-19,234.000000,235.050003,233.220001,234.669998,227.856171,267200
2021-01-20,235.350006,236.470001,234.330002,235.679993,228.836838,228400
2021-01-21,235.830002,235.970001,233.839996,234.649994,227.836761,373700
2021-01-22,233.899994,235.179993,233.479996,234.300003,227.496948,585100
2021-01-25,234.899994,236.320007,233.880005,236.190002,229.332031,201300
2021-01-26,237.089996,237.279999,234.339996,234.360001,227.555191,266700
2021-01-27,231.779999,231.779999,226.800003,227.279999,220.680756,340300
2021-01-28,229.080002,233.259995,228.729996,230.389999,223.700439,329700
2021-01-29,230.389999,232.389999,226.770004,229.029999,222.379929,346000
2021-02-01,230.779999,231.720001,229.350006,230.309998,223.622757,201600
2021-02-02,232.429993,233.500000,231.800003,231.800003,225.069504,162700
2021-02-03,231.960007,232.000000,229.699997,230.320007,223.632492,167500
2021-02-04,230.789993,232.600006,230.210007,231.910004,225.176315,187100
2021-02-05,233.250000,233.690002,232.199997,233.020004,226.254089,293000
2021-02-08,234.270004,234.740005,233.639999,234.419998,227.613419,212800
2021-02-09,234.600006,235.110001,234.300003,234.580002,227.768784,183000
2021-02-10,235.919998,236.529999,233.589996,234.809998,227.992111,224900
2021-02-11,235.600006,235.809998,233.889999,235.220001,228.390213,184300
2021-02-12,234.800003,236.830002,234.240005,236.789993,229.914597,273900
2021-02-16,237.000000,237.199997,233.050003,233.770004,226.982315,415800
2021-02-17,233.009995,234.279999,232.470001,233.990005,227.195923,324000
2021-02-18,233.070007,233.070007,231.110001,232.009995,225.273407,155200
2021-02-19,232.779999,232.779999,230.399994,230.649994,223.952896,152700
2021-02-22,229.759995,229.759995,227.729996,228.529999,221.894470,231900
2021-02-23,227.559998,228.570007,225.800003,227.710007,221.098267,216000
2021-02-24,228.309998,230.699997,227.289993,229.539993,222.875107,218000
2021-02-25,229.339996,229.889999,224.919998,226.100006,219.535004,200200
2021-02-26,227.130005,227.179993,223.380005,224.619995,218.097961,193400
2021-03-01,226.960007,229.039993,226.960007,228.100006,221.476944,194500
2021-03-02,228.380005,228.580002,226.559998,226.710007,220.127274,226800
2021-03-03,226.399994,226.399994,222.300003,222.300003,215.845337,195000
2021-03-04,222.000000,222.830002,216.250000,218.210007,211.874130,608300
2021-03-05,219.649994,222.990005,216.279999,222.309998,215.855057,272300
2021-03-08,222.960007,224.740005,220.759995,220.759995,214.350067,176200
2021-03-09,223.020004,226.789993,223.020004,223.610001,217.117340,182900
2021-03-10,225.199997,226.410004,223.910004,224.089996,217.583359,252700
2021-03-11,225.550003,227.479996,225.279999,226.789993,220.204971,216700
2021-03-12,226.339996,227.380005,225.210007,227.179993,220.583664,521700
2021-03-15,227.259995,228.979996,226.869995,228.720001,222.078918,244400
2021-03-16,229.550003,229.570007,227.279999,228.160004,221.535187,192100
2021-03-17,227.169998,228.500000,225.860001,227.679993,221.069138,221900
2021-03-18,226.529999,228.690002,225.690002,225.910004,219.350555,139600
2021-03-19,226.619995,228.399994,225.199997,227.419998,220.816681,281100
2021-03-22,227.279999,229.770004,226.839996,229.339996,222.680939,175500
2021-03-23,229.149994,229.160004,225.380005,226.110001,219.544708,204200
2021-03-24,226.550003,227.070007,224.460007,224.570007,218.049438,181300
2021-03-25,224.380005,225.910004,221.830002,225.339996,218.797058,194500
2021-03-26,225.729996,228.399994,224.699997,228.289993,222.287842,180100
2021-03-29,227.940002,229.169998,226.639999,228.330002,222.326767,274100
2021-03-30,227.679993,227.789993,226.320007,226.750000,220.788330,161300
2021-03-31,227.889999,229.770004,227.259995,228.750000,222.735718,199600
2021-04-01,229.809998,229.919998,228.089996,228.630005,222.618896,208400
2021-04-05,229.919998,230.479996,229.199997,229.899994,223.855484,246300
2021-04-06,230.080002,231.169998,228.880005,229.279999,223.251785,142800
2021-04-07,229.139999,229.419998,227.470001,227.949997,221.956757,146900
2021-04-08,228.889999,229.669998,228.440002,228.809998,222.794159,132900
2021-04-09,228.889999,230.759995,228.800003,230.449997,224.391022,124200
2021-04-12,230.559998,231.000000,229.500000,230.410004,224.352097,119500
2021-04-13,230.410004,232.429993,230.250000,232.259995,226.153442,185300
2021-04-14,232.250000,233.850006,232.220001,232.419998,226.309250,200200
2021-04-15,233.610001,237.059998,233.610001,236.720001,230.496170,626800
2021-04-16,237.589996,237.970001,236.350006,237.789993,231.538071,196200
2021-04-19,237.199997,237.500000,236.110001,236.889999,230.661713,212000
2021-04-20,236.210007,238.029999,236.009995,237.550003,231.304367,395900
2021-04-21,238.039993,241.009995,238.039993,240.910004,234.576019,268600
2021-04-22,240.910004,242.000000,239.270004,239.970001,233.660736,353700
2021-04-23,240.089996,242.449997,240.000000,241.820007,235.462112,180600
2021-04-26,242.000000,242.539993,240.889999,242.169998,235.802902,276500
2021-04-27,241.809998,241.809998,240.509995,240.850006,234.517609,138600
2021-04-28,240.320007,240.960007,239.699997,240.360001,234.040497,249200
2021-04-29,240.559998,240.559998,237.660004,238.850006,232.570206,218600
2021-04-30,238.139999,239.419998,237.740005,238.229996,231.966492,298400
2021-05-03,239.330002,240.389999,238.979996,239.860001,233.553604,171500
2021-05-04,239.270004,239.270004,237.210007,238.699997,232.424118,344700
2021-05-05,239.179993,239.649994,238.000000,238.380005,232.112549,157700
2021-05-06,237.539993,238.250000,235.119995,238.119995,231.859375,151800
2021-05-07,239.190002,241.550003,239.179993,240.149994,233.835999,148500
2021-05-10,240.839996,240.839996,238.649994,238.649994,232.375427,145000
2021-05-11,236.679993,238.479996,236.059998,237.130005,230.895416,160500
2021-05-12,235.740005,236.679993,234.039993,234.350006,228.188507,144300
2021-05-13,234.419998,236.820007,234.419998,235.979996,229.775650,116900
2021-05-14,237.110001,238.339996,236.720001,237.860001,231.606201,95900
2021-05-17,237.809998,238.399994,237.089996,237.389999,231.148575,108200
2021-05-18,237.419998,239.309998,236.779999,237.770004,231.518570,163300
2021-05-19,236.100006,237.190002,234.500000,237.169998,230.934357,292400
2021-05-20,237.479996,240.940002,237.240005,240.139999,233.826263,135800
2021-05-21,240.839996,242.490005,239.869995,240.000000,233.689957,90900
2021-05-24,241.059998,241.679993,240.250000,240.369995,234.050217,129600
2021-05-25,240.960007,240.990005,239.529999,239.759995,233.456253,255800
2021-05-26,239.919998,239.919998,237.740005,239.080002,232.794128,91900
2021-05-27,239.600006,239.600006,238.690002,238.800003,232.521500,106600
2021-05-28,239.899994,242.240005,239.770004,239.979996,233.670486,111500
2021-06-01,240.490005,240.699997,236.240005,236.380005,230.165131,180100
2021-06-02,236.639999,237.220001,235.419998,235.869995,229.668518,716600
2021-06-03,235.289993,237.059998,234.139999,236.580002,230.359848,113000
2021-06-04,237.559998,238.500000,237.199997,237.509995,231.265427,113300
2021-06-07,237.880005,241.210007,237.750000,239.440002,233.144669,216100
2021-06-08,240.000000,240.479996,236.809998,239.119995,232.833084,216700
2021-06-09,239.880005,241.750000,239.880005,241.139999,234.799973,125800
2021-06-10,241.839996,245.399994,241.679993,245.259995,238.811646,336800
2021-06-11,245.300003,245.300003,242.639999,244.039993,237.623718,113100
2021-06-14,244.300003,244.309998,242.679993,244.309998,237.886627,112800
2021-06-15,244.500000,244.830002,242.690002,243.460007,237.058990,107200
2021-06-16,243.789993,244.820007,241.539993,242.720001,236.338425,125600
2021-06-17,242.199997,245.320007,242.199997,244.770004,238.334549,118500
2021-06-18,243.149994,243.270004,241.919998,242.130005,235.763962,167900
2021-06-21,242.979996,245.399994,241.630005,245.089996,238.646118,741600
2021-06-22,245.169998,246.000000,244.330002,245.889999,239.425095,113800
2021-06-23,245.800003,245.929993,244.740005,244.919998,238.480576,139300
2021-06-24,245.740005,247.179993,245.509995,245.610001,239.836929,161600
2021-06-25,245.869995,247.570007,245.710007,247.100006,241.291931,110000
2021-06-28,247.669998,247.990005,246.770004,247.570007,241.750870,182700
2021-06-29,247.830002,248.610001,247.119995,247.490005,241.672760,132600
2021-06-30,247.490005,247.589996,246.500000,247.130005,241.321228,173900
2021-07-01,247.880005,249.490005,247.149994,249.389999,243.528091,311200
2021-07-02,249.949997,251.240005,249.139999,250.929993,245.031906,313400
2021-07-06,250.520004,250.710007,248.740005,250.309998,244.426453,122700
2021-07-07,250.750000,251.100006,248.759995,250.970001,245.070953,90200
2021-07-08,248.110001,250.270004,247.740005,250.270004,244.387405,186700
2021-07-09,251.029999,251.750000,250.490005,251.089996,245.188141,105500
2021-07-12,251.130005,252.380005,251.130005,251.539993,245.627533,276700
2021-07-13,250.800003,251.570007,250.100006,250.440002,244.553421,545100
2021-07-14,251.050003,251.050003,248.830002,249.039993,243.186310,151400
2021-07-15,248.220001,248.910004,246.759995,248.619995,242.776184,96100
2021-07-16,249.550003,250.490005,248.679993,249.429993,243.567154,162600
2021-07-19,247.559998,248.880005,245.850006,247.750000,241.926636,325300
2021-07-20,248.550003,252.350006,248.539993,251.039993,245.139297,197100
2021-07-21,252.110001,252.119995,249.020004,251.759995,245.842392,190800
2021-07-22,252.070007,253.169998,251.350006,252.960007,247.014206,202800
2021-07-23,253.839996,255.759995,253.649994,255.449997,249.445648,817400
2021-07-26,255.169998,255.490005,252.809998,253.479996,247.521957,198200
2021-07-27,253.119995,254.210007,252.270004,254.179993,248.205490,152500
2021-07-28,254.009995,256.720001,253.320007,256.000000,249.982727,172400
2021-07-29,256.630005,257.000000,256.000000,256.200012,250.178040,168100
2021-07-30,256.019989,257.290009,255.889999,256.420013,250.392868,225700
2021-08-02,257.250000,257.790009,256.100006,256.660004,250.627228,173000
2021-08-03,256.940002,259.739990,256.700012,259.739990,253.634827,208300
2021-08-04,259.070007,260.579987,258.829987,259.149994,253.058701,280600
2021-08-05,259.079987,259.119995,256.820007,258.829987,252.746185,172400
2021-08-06,258.839996,259.000000,256.540009,257.940002,251.877136,264600
2021-08-09,258.269989,259.179993,257.980011,258.529999,252.453278,188300
2021-08-10,258.750000,258.920013,256.420013,257.230011,251.183838,345200
2021-08-11,257.730011,257.920013,254.410004,254.759995,248.771851,278000
2021-08-12,255.000000,256.839996,254.850006,256.769989,250.734634,258700
2021-08-13,257.190002,257.859985,256.920013,257.720001,251.662292,128100
2021-08-16,257.820007,259.869995,256.540009,259.760010,253.654327,145500
2021-08-17,258.880005,262.619995,258.880005,262.619995,256.447083,334800
